auctn_seq,corp_cd,corp_gds_cd,corp_gds_item_nm,corp_gds_vrty_nm,corp_nm,gds_lclsf_cd,gds_lclsf_nm,gds_mclsf_cd,gds_mclsf_nm,gds_sclsf_cd,gds_sclsf_nm,mdfcn_dt,pkg_cd,pkg_nm,plor_cd,plor_nm,qty,scsbd_dt,scsbd_prc,spm_no,trd_clcln_ymd,trd_se,unit_cd,unit_nm,unit_qty,whsl_mrkt_cd,whsl_mrkt_nm
019,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:19,24000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
018,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:19,25000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
017,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:19,23000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
016,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:19,18000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
015,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:19,25000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:19,25000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:19,26000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:19,26000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
011,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:19,28000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
010,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:19,24000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
009,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:19,20000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,23.000,2026-05-18 05:26:19,23000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,6.000,2026-05-18 05:26:19,18000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:19,26000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
005,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,7.000,2026-05-18 05:26:19,33000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
004,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,6.000,2026-05-18 05:26:19,35000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
003,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,13.000,2026-05-18 05:26:19,38000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
002,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,8.000,2026-05-18 05:26:19,32000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
001,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,6.000,2026-05-18 05:26:19,25000.000,60302,2026-05-18,경매,12,kg,10.000,230003,인천삼산
015,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:19,21000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:19,24000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:19,26000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:19,27000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
011,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:19,28000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
010,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,11.000,2026-05-18 05:26:19,29000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
009,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:19,24000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:19,20000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:19,25000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:19,28000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
005,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:19,32000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
004,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:19,31000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
003,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,12.000,2026-05-18 05:26:19,33000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
002,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,9.000,2026-05-18 05:26:19,27000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
001,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:19,21000.000,60303,2026-05-18,경매,12,kg,10.000,230003,인천삼산
017,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,22000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
016,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,25000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
015,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,8.000,2026-05-18 05:26:18,26000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,6.000,2026-05-18 05:26:18,27000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,13.000,2026-05-18 05:26:18,28000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,8.000,2026-05-18 05:26:18,26000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
011,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,20000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
010,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,13000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
009,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,18000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,20000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,25000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,9.000,2026-05-18 05:26:18,33000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
005,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,8.000,2026-05-18 05:26:18,33000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
004,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,10.000,2026-05-18 05:26:18,33000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
003,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,23.000,2026-05-18 05:26:18,35000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
002,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,8.000,2026-05-18 05:26:18,30000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
001,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,23000.000,60202,2026-05-18,경매,12,kg,10.000,230003,인천삼산
015,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,25000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,25000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,26000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,22000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
011,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,16000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
010,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,21000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
009,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,8.000,2026-05-18 05:26:18,20000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,20000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,28000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,30000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
005,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,32000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
004,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,33000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
003,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,10.000,2026-05-18 05:26:18,34000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
002,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,6.000,2026-05-18 05:26:18,28000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
001,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,22000.000,60201,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,23000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:18,25000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,7.000,2026-05-18 05:26:18,27000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
005,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,28000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
004,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,17.000,2026-05-18 05:26:18,29000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
003,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,12.000,2026-05-18 05:26:18,26000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
002,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,20.000,2026-05-18 05:26:18,23000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
001,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,11.000,2026-05-18 05:26:18,18000.000,60102,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,18000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,22000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,22000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
011,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:18,23000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
010,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,23000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
009,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,20000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,20000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,24000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,26000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
005,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,27000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
004,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,28000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
003,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,6.000,2026-05-18 05:26:18,30000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
002,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,25000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
001,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,21000.000,60104,2026-05-18,경매,12,kg,10.000,230003,인천삼산
015,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,26000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,27000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,28000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,23000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
011,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,5.000,2026-05-18 05:26:18,18000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
010,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,21000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
009,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,24000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
008,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,4.000,2026-05-18 05:26:18,28000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
007,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,30000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
006,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,10.000,2026-05-18 05:26:18,32000.000,60101,2026-05-18,경매,12,kg,10.000,230003,인천삼산
017,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,18000.000,60103,2026-05-18,경매,12,kg,10.000,230003,인천삼산
016,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,1.000,2026-05-18 05:26:18,24000.000,60103,2026-05-18,경매,12,kg,10.000,230003,인천삼산
015,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:25:04,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,24000.000,60103,2026-05-18,경매,12,kg,10.000,230003,인천삼산
014,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,2.000,2026-05-18 05:26:18,25000.000,60103,2026-05-18,경매,12,kg,10.000,230003,인천삼산
013,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,25000.000,60103,2026-05-18,경매,12,kg,10.000,230003,인천삼산
012,23000302,22200,과일과채류,참외,㈜경인농산,08,과일과채류,02,참외,03,노랑참외,2026-05-18 08:04:12,101,상자,718000,경상북도 칠곡군,3.000,2026-05-18 05:26:18,21000.000,60103,2026-05-18,경매,12,kg,10.000,230003,인천삼산
